,abbreviation,alt_color,alt_name1,alt_name2,alt_name3,color,conference,division,id,logos,mascot,school
1478,,,,,,,,,1000266,,,SMTS
1479,,,,,,,,,1000898,,,Sonoma State
1480,,,,,,,,,1000258,,,South Bend A.C.
1481,,,,,,,,,1000168,,,South Berwick
1482,,,,,,,,,1000519,,,South Denver High
1483,,,,,,,,,1000663,,,Southeastern Oklahoma State
1484,,,,,,,,,1000678,,,Southern California Alumni
1485,,,,,,,,,1000686,,,Southern College
1486,,,,,,,,,1000679,,,Southern Methodist Freshmen
1487,,,,,,,,,1000659,,,Southern Military Academy
1488,,,,,,,,,1000802,,,South Plains Field
1489,,,,,,,,,1000229,,,South Side Academy
1490,,,,,,,,,1000493,,,Southwestern (Kansas)
1491,,,,,,,,,1000530,,,Southwestern Oklahoma State
1492,SW,,Southwestern (TX),SW,Southwestern U,,,,2588,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2588.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2588.png']",Pirates,Southwestern University
1493,,,,,,,,,1000786,,,Spence Field
1494,,,,,Spring Hill,,,,1000054,,Badgers,Spring Hill
1495,,,,,,,,,1000853,,,Squantum NAS
1496,,,,,,,,,1000503,,,Staats A.C.
1497,,,,,,,,,1000290,,,St. Albans
1498,,,,,,,,,1000624,,,Standifer Shipbuilders
1499,,,,,,,,,1000756,,,St. Benedict
1500,,,,,,,,,1000462,,,St. Bonaventure
1501,,,,,,,,,1000667,,,St. Edward's
1502,,,,,,,,,1000279,,,Steelton YMCA
1503,,,,,,,,,1000472,,,Sterling A.C.
1504,,,,,Stevens,,,,1000055,,Ducks,Stevens
1505,,,,,,,,,1000071,,,Stevens Alumni
1506,,,,,,,,,1000529,,,St. Francis (Pennsylvania)
1507,,,,,,,,,1000610,,,St. Helena NTS
1508,,,,,,,,,1000262,,,Still
1509,,,,,,,,,1000146,,,St. John's M.A.
1510,,,,,,,,,1000113,,,St. John's (Maryland)
1511,,,,,,,,,1000884,,,St. Joseph's (Indiana)
1512,,,,,,,,,1000617,,,St. Joseph's (Pennsylvania)
1513,,,,,,,,,1000246,,,St. Lawrence
1514,,,,,,,,,1000729,,,St. Louis Alumni-Hawaii
1515,,,,,,,,,1000400,,,St. Mary's (Kansas)
1516,,,,,,,,,1000734,,,St. Mary's (Minnesota)
1517,,,,,,,,,1000498,,,St. Mary's (Texas)
1518,,,,,,,,,1000834,,,St. Olaf
1519,,,,,,,,,1000527,,,St. Paul
1520,,,,,,,,,1000236,,,St. Paul Central High
1521,,,,,,,,,1000274,,,St. Paul's (New Hampshire)
1522,,,,,,,,,1000423,,,Stroudsburg
1523,,,,,,,,,1000175,,,St. Steven's
1524,,,,,,,,,1000365,,,St. Thomas
1525,,,,,,,,,1000380,,,St. Viator
1526,,,,,,,,,1000417,,,St. Vincent's (California)
1527,,,,,,,,,1000763,,,St. Vincent's (Pennsylvania)
1528,,,,,,,,,1000426,,,Superba A.C.
1529,SWAR,,,SWAR,Swarthmore,,,,1000002,,Garnet Tide,Swarthmore
1530,,,,,,,,,1000103,,,Swarthmore Alumni
1531,,,,,,,,,1000118,,,Syracuse A.C.
1532,,,,,,,,,1000272,,,Syracuse Alumni
1533,,,,,,,,,1000680,,,Talladega
1534,,,,,Tampa,,,,1000056,,Spartans,Tampa
1535,,,,,,,,,1000504,,,Tampa A.C.
1536,,,,,,,,,1000252,,,Tarkio
1537,TAY,,,TAY,Taylor,#000000,,,620,"['http://a.espncdn.com/i/teamlogos/ncaa/500/620.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/620.png']",Trojans,Taylor
1538,,,,,,,,,1000121,,,Temperance A.C.
1539,,,,,,,,,1000381,,,Tennessee Deaf School
1540,,,,,Tennessee Medical College,,,,1000057,,,Tennessee Medical College
1541,,,,,,,,,1000301,,,Tennessee-Memphis
1542,,,,,,,,,1000413,,,Tennessee Military
1543,,,,,,,,,1000757,,,Tennessee Wesleyan
1544,,,,,,,,,1000876,,,Texas A&M-Corpus Christi
1545,,,,,Texas-Arlington,,,,1000058,,Mavericks,Texas-Arlington
1546,,,,,,,,,1000322,,,Texas Deaf School
1547,,,,,,,,,1000730,,,Texas Military
1548,,,,,,,,,1000760,,,Texas Wesleyan
1549,,,,,,,,,1000685,,,Thiel
1550,THI,,,THI,Thiel College,#000000,,,2644,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2644.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2644.png']",Tomcats,Thiel College
1551,,,,,,,,,1000901,,,Third Air Force
1552,,,,,,,,,1000088,,,Tioga
1553,,,,,,,,,1000358,,,Toledo A.C.
1554,,,,,,,,,1000521,,,Tonkawa Preparatory
1555,,,,,,,,,1000499,,,Toronto All-Stars
1556,,,,,,,,,1000297,,,Transylvania
1557,TRN,,,TRN,Trinity Intl,,,,2907,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2907.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2907.png']",Trojans,Trinity International (IL)
1558,,,,,,,,,1000302,,,Trinity (Texas)
1559,,,,,,,,,1000105,,,Troy Laureates
1560,,,,,,,,,1000296,,,Tulane Alumni
1561,,,,,,,,,1000341,,,Twin Cities Central High
1562,,,,,,,,,1000370,,,Twin Cities High
1563,,,,,,,,,1000731,,,UAY All-Stars
1564,UNI,,Union,UNI,Union Ky College,,,,2841,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2841.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2841.png']",Dutchmen,Union College
1565,,,,,Union (NY),,,,1000059,,Dutchmen,Union (NY)
1566,,,,,,,,,1000359,,,Union (Tennessee)
1567,,,,,,,,,1000126,,,University Club of Chicago
1568,MAR,,,MAR,U of Mary,#000000,,,559,"['http://a.espncdn.com/i/teamlogos/ncaa/500/559.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/559.png']",Marauders,University of Mary
1569,,,,,,,,,1000736,,,University of Mexico
1570,,,,,,,,,1000764,,,Upsala
1571,,,,,,,,,1000864,,,U.S. Amphibians
1572,,,,,,,,,1000890,,,U.S. International
1573,,,,,,,,,1000595,,,U.S. Marines
1574,,,,,,,,,1000658,,,US Recup. Company
1575,,,,,,,,,1000648,,,USS Boston
1576,,,,,,,,,1000455,,,USS Franklin
1577,,,,,,,,,1000683,,,USS Idaho
1578,,,,,,,,,1000700,,,USS Maryland
1579,,,,,,,,,1000652,,,USS Mercy
1580,,,,,,,,,1000592,,,USS Minnesota
1581,,,,,,,,,1000676,,,USS Mississippi
1582,,,,,,,,,1000711,,,USS New Mexico
1583,,,,,,,,,1000651,,,USS New York
1584,,,,,,,,,1000708,,,USS Oklahoma
1585,,,,,,,,,1000722,,,USS Tennessee
1586,,,,,,,,,1000638,,,USS Utah
1587,,,,,,,,,1000397,,,USS Washington
1588,,,,,,,,,1000418,,,Utah Alumni
1589,,,,,,,,,1000561,,,Utah Field Artillery
1590,,,,,,,,,1000501,,,Utah State Alumni
1591,,,,,,,,,1000560,,,Vancouver Barracks
1592,,,,,,,,,1000448,,,Vanderbilt Alumni
1593,,,,,,,,,1000505,,,Vedado A.C.
1594,,,,,Vermont,,,,1000060,,Catamounts,Vermont
1595,,,,,,,,,1000260,,,Vermont Methodist Seminary
1596,,,,,,,,,1000494,,,Vicksburg A.C.
1597,,,,,,,,,1000489,,,Vigilant A.C.
1598,,,,,,,,,1000249,,,Vincennes
1599,,,,,,,,,1000091,,,Vineland
1600,,,,,,,,,1000441,,,Virginia Boat Club
1601,,,,,,,,,1000487,,,Virginia Medical
1602,,,,,,,,,1000511,,,Virginia Tech Alumni
1603,VIR,,,VIR,Virginia Union,#000000,,,2676,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2676.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2676.png']",Panthers,Virginia Union
1604,,,,,,,,,1000135,,,Volunteer A.C.
1605,,,,,,,,,1000780,,,Waco Field
1606,,,,,,,,,1000665,,,Wake Forest Freshmen
1607,,,,,,,,,1000222,,,Walton
1608,,,,,,,,,1000425,,,Warrenton Preparatory
1609,,,,,,,,,1000563,,,Washington Artillery
1610,,,,,,,,,1000443,,,Washington (Maryland)
1611,,,,,,,,,1000812,,,Washington Redskins (NFL)
1612,,,,,,,,,1000304,,,Washington YMCA
1613,,,,,,,,,1000306,,,Waterton
1614,,,,,,,,,1000327,,,Watertown
1615,,,,,,,,,1000230,,,Waukegan High
1616,,,,,,,,,1000761,,,Wayne State
1617,,,,,,,,,1000324,,,Welch Neck High
1618,,,,,,,,,1000372,,,Wendell Phillips High
1619,,,,,,,,,1000644,,,Wesley
1620,,,,,Wesleyan (CT),,,,1000061,,Cardinals,Wesleyan (CT)
1621,,,,,,,,,1000721,,,West Coast Army
1622,,,,,,,,,1000741,,,West Coast Navy
1623,,,,,,,,,1000308,,,West Denver High
1624,,,,,,,,,1000219,,,West Division High
1625,,,,,,,,,1000453,,,West End Amateurs
1626,,,,,,,,,1000223,,,Western (Iowa)
1627,,,,,,,,,1000169,,,Western Reserve
1628,,,,,,,,,1000541,,,West Logan High
1629,,,,,,,,,1000384,,,Westminster (Missouri)
1630,,,,,,,,,1000371,,,Westminster (Pennsylvania)
1631,,,,,,,,,1000697,,,West Seattle A.C.
1632,,,,,,,,,1000405,,,West Texas Military
1633,,,,,,,,,1000422,,,Wetumpka
1634,,,,,,,,,1000181,,,Wheaton High
1635,,,,,,,,,1000877,,,White Sands
1636,,,,,,,,,1000196,,,White Squadron
1637,,,,,Whitman,,,,1000062,,Missionaries,Whitman
1638,,,,,Wichita State,,,,1000063,,Shockers,Wichita State
1639,,,,,,,,,1000369,,,William Jewell
1640,,,,,,,,,1000346,,,Williams Alumni
1641,,,,,,,,,1000865,,,Williams Field
1642,,,,,,,,,1000199,,,Williamsport
1643,,,,,,,,,1000095,,,Williston
1644,,,,,,,,,1000693,,,Wilmington
1645,,,,,,,,,1000484,,,Winchester
1646,,,,,,,,,1000207,,,Wisconsin Alumni
1647,,,,,,,,,1000433,,,Wisconsin Freshmen
1648,,,,,,,,,1000892,,,Wisconsin-Milwaukee
1649,,,,,,,,,1000298,,,Wisconsin-Oshkosh
1650,,,,,,,,,1000211,,,Wisconsin-Whitewater
1651,,,,,,,,,1000616,,,Wissahickon Barracks
1652,,,,,,,,,1000183,,,Worcester A.C.
1653,,,,,,,,,1000242,,,Worcester Academy
1654,,,,,,,,,1000475,,,Wyoming Alumni
1655,,,,,,,,,1000694,,,Wyoming Faculty
1656,,,,,,,,,1000098,,,Wyoming Seminary
1657,,,,,Xavier,,,,1000064,,Musketeers,Xavier
1658,,,,,,,,,1000085,,,Yale Alumni
1659,,,,,,,,,1000166,,,Yale Consolidated
1660,,,,,,,,,1000141,,,Yale Freshmen
1661,,,,,,,,,1000084,,,Yale/Princeton/Harvard Grads
1662,,,,,,,,,1000720,,,YMI
1663,,,,,,,,,1000197,,,York YMCA
1664,,,,,,,,,1000810,,,Yuma Field
